# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.3891164663	0.0804935277	0.0800645733	0.0804240242	0.0804766789	0.0809506583	0.0802916859	0.0806732150	0.0803528545	0.0807664019	0.0806928216
-1.3487124259	0.0810769795	0.0812062673	0.0813164730	0.0811548518	0.0816004764	0.0813489830	0.0815649452	0.0814113372	0.0815283675	0.0813233221
-1.3083083855	0.0819364389	0.0816308338	0.0821123837	0.0817908492	0.0822359013	0.0818915932	0.0820982074	0.0819960357	0.0820134948	0.0817313363
-1.2679043451	0.0821067085	0.0821167476	0.0824385300	0.0819927477	0.0824044631	0.0822131944	0.0823874889	0.0825398086	0.0825070494	0.0823524139
-1.2275003047	0.0820108064	0.0820849528	0.0824051589	0.0820589288	0.0826367410	0.0823404207	0.0825031013	0.0821637727	0.0824805837	0.0821454231
-1.1870962643	0.0818708126	0.0818533320	0.0822988693	0.0819450942	0.0823903468	0.0817881756	0.0821244796	0.0819770165	0.0823450010	0.0820564359
-1.1466922239	0.0813321139	0.0813091825	0.0816496636	0.0813520579	0.0818194573	0.0814684521	0.0815433129	0.0816011883	0.0817006466	0.0816037336
-1.1062881835	0.0806019343	0.0806548633	0.0808915025	0.0809805738	0.0814042842	0.0807905674	0.0812942151	0.0809199985	0.0810559279	0.0810559740
-1.0658841431	0.0805484589	0.0804620990	0.0807691532	0.0806397270	0.0807428945	0.0805110368	0.0808809981	0.0806477930	0.0808877165	0.0807302313
-1.0254801027	0.0805944605	0.0804556312	0.0808674874	0.0807201454	0.0807325614	0.0805716424	0.0807368120	0.0806209566	0.0807153793	0.0807024764
-0.9850760623	0.0811575821	0.0812139989	0.0815798212	0.0813459261	0.0815203908	0.0812289531	0.0813860869	0.0813009441	0.0815202552	0.0813355027
-0.9446720219	0.0822662365	0.0824158186	0.0827118217	0.0825778581	0.0827248585	0.0823401200	0.0826168155	0.0825271780	0.0829115745	0.0826597441
-0.9042679814	0.0838889914	0.0840693856	0.0843093222	0.0844053566	0.0846984765	0.0840852424	0.0842824762	0.0842304522	0.0845380559	0.0842685111
-0.8638639410	0.0858289530	0.0864563041	0.0866577142	0.0863240402	0.0867993086	0.0864303503	0.0864507932	0.0863974534	0.0866514183	0.0861966531
-0.8234599006	0.0878073069	0.0886196044	0.0886338075	0.0885305036	0.0889366394	0.0884405867	0.0885838192	0.0885066115	0.0887008187	0.0883890082
-0.7830558602	0.0894133718	0.0906684166	0.0908343556	0.0907449979	0.0911562702	0.0907925837	0.0904547274	0.0905213566	0.0906722361	0.0905193437
-0.7426518198	0.0911307556	0.0923788833	0.0924667379	0.0926414065	0.0925980526	0.0922960677	0.0920323974	0.0923264624	0.0925757175	0.0922312795
-0.7022477794	0.0921873379	0.0938576739	0.0940698021	0.0937421601	0.0941100861	0.0937036662	0.0935461173	0.0939305956	0.0939770517	0.0935003423
-0.6618437390	0.0929436900	0.0949161385	0.0951447410	0.0949847652	0.0950578165	0.0949802121	0.0947404822	0.0948586331	0.0951908276	0.0945528320
-0.6214396986	0.0938156970	0.0957714134	0.0958310795	0.0956435620	0.0958891645	0.0958929419	0.0954907859	0.0956880240	0.0961186170	0.0956357106
-0.5810356582	0.0943134867	0.0965086736	0.0966105538	0.0965156091	0.0965862335	0.0965598247	0.0964917635	0.0963806294	0.0967088767	0.0964192857
-0.5406316178	0.0950755865	0.0970595241	0.0971298021	0.0972043758	0.0971908416	0.0970879200	0.0968952587	0.0970928193	0.0973180651	0.0966921698
-0.5002275774	0.0956709677	0.0975809765	0.0975086488	0.0975555454	0.0974567164	0.0976149203	0.0973925395	0.0973521820	0.0975479628	0.0972812534
-0.4598235370	0.0958487686	0.0978602992	0.0980964426	0.0980631255	0.0979839118	0.0978010172	0.0979589561	0.0978323802	0.0980515923	0.0974774774
-0.4194194966	0.0963479565	0.0984158264	0.0981900181	0.0983186481	0.0984646405	0.0984939729	0.0981443202	0.0980003228	0.0984754508	0.0982188665
-0.3790154562	0.0966116232	0.0986962546	0.0985734940	0.0986477764	0.0984146427	0.0989382639	0.0984107419	0.0984047961	0.0985827004	0.0980482994
-0.3386114158	0.0966888606	0.0989559021	0.0986929537	0.0987904668	0.0990037611	0.0992921812	0.0986244193	0.0987674076	0.0990803981	0.0984960331
-0.2982073754	0.0971820079	0.0989833782	0.0989659923	0.0992341802	0.0993112727	0.0994448755	0.0988380542	0.0988844835	0.0992451778	0.0989248552
-0.2578033350	0.0971478407	0.0991640040	0.0993145604	0.0992465764	0.0992393847	0.0996511619	0.0992552155	0.0992927308	0.0996048809	0.0991116615
-0.2173992946	0.0973678991	0.0996136706	0.0994783806	0.0997212197	0.0994796465	0.0998573024	0.0992808271	0.0994740582	0.0997399976	0.0990954467
-0.1769952542	0.0976941450	0.0996407167	0.0993562470	0.0998294628	0.0997462267	0.0999898720	0.0994955470	0.0996092045	0.0999353965	0.0995470774
-0.1365912138	0.0976007986	0.0998306241	0.0999209516	0.0998695133	0.1000017989	0.1001332895	0.0997151694	0.0994742436	0.1000430983	0.0995500072
-0.0961871734	0.0979272543	0.0999311042	0.0997896636	0.1002046853	0.0997798574	0.1002507527	0.0997562547	0.0998070244	0.1000812563	0.0998076705
-0.0557831330	0.0978120326	0.1001200875	0.0996351402	0.0998920552	0.1000225057	0.1001723129	0.0997889049	0.0997795080	0.0999582991	0.0999440390
-0.0153790926	0.0976353965	0.1000492060	0.0996999697	0.1001137070	0.1001238102	0.1004720735	0.1000850762	0.0998465309	0.1001475169	0.1001037366
0.0250249478	0.0979309309	0.1000555649	0.0999876535	0.1002930878	0.0999046803	0.1002967261	0.1001543570	0.0999324690	0.0999740189	0.0996689769
0.0654289882	0.0978485171	0.1000877498	0.0999141640	0.1001526808	0.0999519617	0.1002711574	0.0997839656	0.0997601805	0.0999798053	0.0998970299
0.1058330287	0.0976363790	0.0998376886	0.1000017740	0.0998468187	0.1000652582	0.1001115617	0.0999930835	0.0997343597	0.0998475542	0.0996717960
0.1462370691	0.0975841588	0.0998927676	0.0997130450	0.1000341537	0.0999860861	0.0997958869	0.0996661229	0.0996170019	0.0997329560	0.0994700263
0.1866411095	0.0972203033	0.0998329792	0.0994468628	0.0995638721	0.0996187719	0.0999895067	0.0994902605	0.0995746719	0.0997696730	0.0992940434
0.2270451499	0.0973194690	0.0995176101	0.0993340384	0.0995398720	0.0995750461	0.0997980148	0.0994040768	0.0992668800	0.0995263097	0.0994495159
0.2674491903	0.0970990429	0.0994112988	0.0992170989	0.0995573545	0.0994374623	0.0997125713	0.0990632781	0.0990779008	0.0993660957	0.0992757495
0.3078532307	0.0967623162	0.0991271355	0.0988915130	0.0991144406	0.0990756675	0.0994180960	0.0988832681	0.0986861399	0.0992535212	0.0988965735
0.3482572711	0.0963330278	0.0990736574	0.0986708348	0.0989361449	0.0988698885	0.0993254757	0.0987272656	0.0984177528	0.0989361734	0.0988870442
0.3886613115	0.0962108606	0.0986899208	0.0983274558	0.0986889016	0.0984611564	0.0990510844	0.0984855112	0.0980366416	0.0985058337	0.0985847845
0.4290653519	0.0959043898	0.0983395669	0.0980394283	0.0983383205	0.0982814614	0.0983715947	0.0979295802	0.0977802858	0.0981544969	0.0980948250
0.4694693923	0.0956117306	0.0979000568	0.0979197005	0.0978265600	0.0976945164	0.0980188143	0.0978160508	0.0976704032	0.0979600805	0.0977891732
0.5098734327	0.0952332926	0.0974940846	0.0973009797	0.0972475699	0.0974625872	0.0975495100	0.0972052057	0.0971311249	0.0974533458	0.0973175853
0.5502774731	0.0948868669	0.0971144597	0.0969275915	0.0969108419	0.0970305644	0.0972933004	0.0968506301	0.0966941319	0.0968497669	0.0970757131
0.5906815135	0.0942129771	0.0965336390	0.0965757610	0.0966547655	0.0965969321	0.0968568376	0.0965646585	0.0962969744	0.0965330712	0.0968186108
0.6310855539	0.0939798582	0.0958891925	0.0959024586	0.0959812790	0.0961081568	0.0962621436	0.0958039094	0.0958931272	0.0960101947	0.0960957639
0.6714895943	0.0937679685	0.0955443326	0.0952025033	0.0954057835	0.0957269264	0.0955219244	0.0956308735	0.0953051812	0.0956219138	0.0956669038
0.7118936347	0.0933766503	0.0948576998	0.0949300214	0.0949179951	0.0949650469	0.0948709640	0.0948912552	0.0947597778	0.0950920909	0.0952569584
0.7522976751	0.0930648859	0.0945035193	0.0942201747	0.0944866894	0.0945744916	0.0945208795	0.0944396392	0.0944524434	0.0943624781	0.0945362746
0.7927017155	0.0927182495	0.0937096481	0.0935645619	0.0936743103	0.0938605332	0.0941107636	0.0937427314	0.0937552258	0.0936453828	0.0938020326
0.8331057559	0.0924524363	0.0932009873	0.0929295326	0.0931801021	0.0932087400	0.0934585442	0.0931999855	0.0931740262	0.0932221653	0.0932532722
0.8735097963	0.0917945356	0.0922871919	0.0921886837	0.0923048933	0.0925179659	0.0925863156	0.0926288980	0.0925191954	0.0922653181	0.0926220844
0.9139138367	0.0912512523	0.0916147423	0.0916700570	0.0915941662	0.0916508537	0.0920007210	0.0918520899	0.0918570774	0.0916479540	0.0919338023
0.9543178771	0.0907910924	0.0907813752	0.0907714259	0.0907426056	0.0911678801	0.0912345475	0.0907890733	0.0909038005	0.0907121527	0.0911530330
0.9947219175	0.0901699965	0.0898694148	0.0900578653	0.0901413105	0.0905239637	0.0905002142	0.0901077731	0.0903544197	0.0898158471	0.0901330620
1.0351259579	0.0894156710	0.0890865057	0.0895321376	0.0890940114	0.0894116837	0.0893489422	0.0893236979	0.0896376237	0.0890136562	0.0892774774
1.0755299983	0.0883845812	0.0885588558	0.0884295934	0.0883463503	0.0883643093	0.0883879897	0.0883716977	0.0885934954	0.0879550329	0.0885549036
1.1159340388	0.0873406708	0.0876110496	0.0877961909	0.0878025140	0.0876262379	0.0877582701	0.0876013115	0.0878079755	0.0872752023	0.0876074237
1.1563380792	0.0864600787	0.0865611092	0.0868396441	0.0866901396	0.0866256619	0.0867458437	0.0866553483	0.0865681495	0.0865442155	0.0866662664
1.1967421196	0.0857054596	0.0858073792	0.0858487706	0.0858502809	0.0858609271	0.0859756372	0.0858054095	0.0856882461	0.0855197134	0.0855988487
1.2371461600	0.0845810118	0.0847356202	0.0848147024	0.0847155365	0.0847283154	0.0848242692	0.0848450384	0.0848948464	0.0843801101	0.0847402563
1.2775502004	0.0835238062	0.0838533457	0.0837793578	0.0834861260	0.0837758396	0.0839605978	0.0836847505	0.0840557773	0.0833565790	0.0837202150
1.3179542408	0.0825540462	0.0827071541	0.0827056640	0.0825646800	0.0826635003	0.0830207839	0.0828280858	0.0830033206	0.0825655699	0.0826839488
1.3583582812	0.0813734682	0.0816347170	0.0815339054	0.0815281838	0.0817800197	0.0817133319	0.0820305611	0.0817783173	0.0814778801	0.0817590806
1.3987623216	0.0801069899	0.0805066656	0.0806577832	0.0804602127	0.0804531521	0.0805431714	0.0805973291	0.0806588734	0.0803649780	0.0806161210
1.4391663620	0.0790415666	0.0794645689	0.0791779649	0.0792138607	0.0795191594	0.0793630306	0.0795264684	0.0795473268	0.0791885260	0.0793632664
1.4795704024	0.0779518508	0.0780801774	0.0779795304	0.0781252371	0.0782504346	0.0784468306	0.0779580474	0.0783800761	0.0782425088	0.0782573293
1.5199744428	0.0767983364	0.0770340007	0.0769500567	0.0766469990	0.0771045871	0.0769491834	0.0768718894	0.0769387954	0.0770225817	0.0770204599
1.5603784832	0.0755899147	0.0757500061	0.0756642681	0.0755601237	0.0755912430	0.0759121974	0.0755533138	0.0757096290	0.0759032816	0.0758041527
1.6007825236	0.0743100207	0.0744934060	0.0744044701	0.0745461254	0.0743701681	0.0743953739	0.0743756357	0.0745370732	0.0746895612	0.0742573526
1.6411865640	0.0729366343	0.0731866304	0.0730069372	0.0729952822	0.0732313811	0.0732942330	0.0727873784	0.0729515960	0.0731807780	0.0732345536
1.6815906044	0.0714544329	0.0716886671	0.0717088703	0.0717684438	0.0718470468	0.0718696771	0.0717034751	0.0718861201	0.0718760725	0.0717170083
1.7219946448	0.0699707667	0.0704191162	0.0706298025	0.0702279726	0.0704825447	0.0704854316	0.0704076603	0.0704294883	0.0705007445	0.0705508342
1.7623986852	0.0687689147	0.0689781458	0.0690546709	0.0689416940	0.0690915080	0.0691357337	0.0686878623	0.0689312123	0.0692253264	0.0691171293
1.8028027256	0.0673151555	0.0675686337	0.0674814185	0.0673207774	0.0676546017	0.0676102302	0.0674715257	0.0676411211	0.0676655965	0.0677739855
1.8432067660	0.0658586687	0.0660272062	0.0659585226	0.0658821550	0.0660650228	0.0662533164	0.0659432901	0.0660230616	0.0661790659	0.0663421481
1.8836108064	0.0641670844	0.0645314469	0.0646569217	0.0643192507	0.0647293522	0.0646201944	0.0644330462	0.0644713907	0.0647316294	0.0646800558
1.9240148468	0.0627274018	0.0630110092	0.0629693812	0.0628897593	0.0632179422	0.0628469786	0.0630315726	0.0630291823	0.0632393760	0.0630763857
