# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-0.0717596260	0.0980210467	0.0996164500	0.1002248309	0.0999040294	0.1001777698	0.1001785300	0.1000000179	0.1000470382	0.0996527560	0.1000631557
-0.0313555856	0.0979795700	0.0996922062	0.1002432793	0.0996640698	0.1000886385	0.1003746707	0.0999812479	0.1001729280	0.0997229941	0.1000652073
0.0090484548	0.0979477714	0.0997667481	0.1001512075	0.0996656952	0.1001429459	0.1004670346	0.1000946045	0.0999815346	0.0995795146	0.0999771594
0.0494524952	0.0978938546	0.0996886596	0.1001391099	0.0998555109	0.1000815092	0.1003434723	0.0999300686	0.1000619666	0.0998940674	0.1000848813
0.0898565356	0.0978627479	0.0996386272	0.1000444403	0.0997791414	0.1000428930	0.1002230405	0.0997505116	0.1001157503	0.0996395393	0.0998555062
0.1302605760	0.0975433359	0.0996772789	0.0998751610	0.0997888751	0.0999850680	0.1002176127	0.0997788043	0.1000837628	0.0995498490	0.1001189830
0.1706646164	0.0975901091	0.0994459021	0.0998966962	0.0994943194	0.0999645323	0.1002299533	0.0995972386	0.0996334399	0.0994699358	0.0999147013
0.2110686568	0.0976547945	0.0990739299	0.0996225318	0.0996138973	0.0997997926	0.0998341946	0.0995103795	0.0994195912	0.0992856872	0.0996443616
0.2514726972	0.0972303155	0.0991892079	0.0994531979	0.0994332950	0.0995981069	0.0999729016	0.0993631770	0.0992683084	0.0990248388	0.0995331072
0.2918767376	0.0972459129	0.0988096105	0.0993862806	0.0992508237	0.0992340152	0.0994647018	0.0993301475	0.0991906605	0.0992183685	0.0993387243
0.3322807780	0.0971174835	0.0986819154	0.0990889877	0.0987992845	0.0991128983	0.0993887483	0.0989563293	0.0989495078	0.0986716195	0.0991766243
0.3726848184	0.0968338083	0.0984039753	0.0986760900	0.0987897641	0.0984856993	0.0990455120	0.0986648760	0.0987401409	0.0983644105	0.0989542961
0.4130888588	0.0965592784	0.0981336541	0.0984814744	0.0983525771	0.0983016160	0.0986308589	0.0981953656	0.0983377324	0.0977868909	0.0985339538
0.4534928992	0.0962412124	0.0977124683	0.0979554454	0.0979116121	0.0980190752	0.0981547275	0.0980765562	0.0980334692	0.0975809931	0.0981239512
0.4938969396	0.0961128821	0.0974027151	0.0977439508	0.0977967190	0.0977315299	0.0978209825	0.0974864926	0.0976098589	0.0970490243	0.0978984637
0.5343009801	0.0954111662	0.0970106429	0.0972503428	0.0971463295	0.0975291104	0.0975204123	0.0969917269	0.0971579622	0.0968431760	0.0974016815
0.5747050205	0.0951181586	0.0966574649	0.0966065544	0.0968005678	0.0970633042	0.0971080365	0.0967776577	0.0968676040	0.0964781243	0.0968987623
0.6151090609	0.0946296396	0.0963480777	0.0961919984	0.0962247039	0.0964910609	0.0967037330	0.0962160775	0.0962802010	0.0957615137	0.0965662931
0.6555131013	0.0941792279	0.0956568411	0.0955718924	0.0958422744	0.0959691563	0.0960459756	0.0956265651	0.0956538248	0.0953340564	0.0958592168
0.6959171417	0.0940000680	0.0951231466	0.0951147957	0.0953355136	0.0954066773	0.0955296623	0.0951604929	0.0952695668	0.0948306189	0.0953584243
0.7363211821	0.0934175552	0.0946093867	0.0944512592	0.0944964891	0.0947560105	0.0949671869	0.0944619772	0.0949036426	0.0940689235	0.0945402049
0.7767252225	0.0932046398	0.0938377177	0.0939243284	0.0939793442	0.0940347075	0.0943099190	0.0938733956	0.0943245816	0.0935517255	0.0938550092
0.8171292629	0.0929180120	0.0934013059	0.0932750282	0.0934415514	0.0935287162	0.0938532585	0.0933617008	0.0936768266	0.0928784750	0.0936107179
0.8575333033	0.0923013299	0.0930010529	0.0923390553	0.0926995388	0.0928496289	0.0929787456	0.0926192997	0.0928666117	0.0922477648	0.0927362374
0.8979373437	0.0918136933	0.0919964617	0.0917315163	0.0918414502	0.0921480457	0.0922858296	0.0919120389	0.0922216138	0.0915750472	0.0921935414
0.9383413841	0.0910450311	0.0912927047	0.0911356635	0.0915805966	0.0912997150	0.0915528525	0.0913341533	0.0911308241	0.0910072402	0.0916071646
0.9787454245	0.0901945106	0.0905486206	0.0902872903	0.0905641470	0.0903742535	0.0907150352	0.0904524376	0.0906114219	0.0901603859	0.0907890512
1.0191494649	0.0895464724	0.0895893609	0.0893252334	0.0896661695	0.0897051185	0.0900704638	0.0895746951	0.0897903810	0.0893809214	0.0898632264
1.0595535053	0.0888024605	0.0891531135	0.0887257188	0.0888677377	0.0889496668	0.0892401407	0.0884980694	0.0890295544	0.0884957504	0.0890557028
1.0999575457	0.0876335109	0.0880987645	0.0878092089	0.0880819451	0.0879621494	0.0881595157	0.0881032931	0.0883462626	0.0874308979	0.0881979563
1.1403615861	0.0870541683	0.0873624638	0.0869403796	0.0873261714	0.0871473733	0.0873079189	0.0870598213	0.0871388717	0.0866347569	0.0871685492
1.1807656265	0.0860828354	0.0862436596	0.0859553104	0.0863770212	0.0861656232	0.0864136429	0.0860588754	0.0861903211	0.0856523339	0.0861673046
1.2211696669	0.0849104780	0.0854170567	0.0847321976	0.0853649401	0.0852740887	0.0853305919	0.0850590182	0.0853500975	0.0847486818	0.0853011882
1.2615737073	0.0838869966	0.0840664000	0.0839401763	0.0844375507	0.0843789113	0.0842190982	0.0840677722	0.0843899764	0.0837468575	0.0842659545
1.3019777477	0.0828907964	0.0832376473	0.0828533583	0.0832370943	0.0833640258	0.0832494118	0.0829832825	0.0832767299	0.0828297244	0.0834251358
1.3423817881	0.0817590156	0.0821843550	0.0818471752	0.0824341915	0.0823419327	0.0822446898	0.0823145538	0.0820656170	0.0816036545	0.0820330886
1.3827858285	0.0808022857	0.0809996175	0.0808642223	0.0813430272	0.0809109020	0.0810402785	0.0807924130	0.0809404416	0.0805533779	0.0808047661
1.4231898689	0.0798123849	0.0798190842	0.0796865097	0.0801199568	0.0799180688	0.0797177821	0.0797247995	0.0797294734	0.0794983151	0.0798801630
1.4635939093	0.0784635772	0.0786863233	0.0786186500	0.0789145717	0.0787786524	0.0785174269	0.0785599178	0.0786381435	0.0783300489	0.0787346199
1.5039979497	0.0772994859	0.0777002974	0.0774907230	0.0776436552	0.0775624911	0.0773659555	0.0773805388	0.0772577461	0.0772143354	0.0772700783
1.5444019902	0.0760607826	0.0761949751	0.0763311873	0.0763761056	0.0764111047	0.0762268829	0.0761814279	0.0760553423	0.0757894599	0.0761967308
1.5848060306	0.0747529369	0.0750778804	0.0751726783	0.0751403576	0.0749378396	0.0752640380	0.0749950415	0.0748200128	0.0743588902	0.0749908079
1.6252100710	0.0733982625	0.0737640487	0.0736975343	0.0735657752	0.0737152801	0.0739686136	0.0737122650	0.0736254066	0.0731628442	0.0738676572
1.6656141114	0.0721939012	0.0721602151	0.0722969280	0.0725675388	0.0723304578	0.0724619169	0.0724240706	0.0722588875	0.0716949926	0.0724683035
1.7060181518	0.0709972240	0.0709167589	0.0713806996	0.0711648108	0.0709720705	0.0711346680	0.0711479207	0.0709168872	0.0705487234	0.0712429493
1.7464221922	0.0693989254	0.0693384377	0.0699073422	0.0694920181	0.0696663879	0.0695672966	0.0698196723	0.0694453285	0.0689605678	0.0695631755
1.7868262326	0.0680163143	0.0679537789	0.0683117192	0.0681376832	0.0682315934	0.0683635186	0.0680535408	0.0682900325	0.0675310255	0.0684281670
1.8272302730	0.0665835249	0.0664314953	0.0668436052	0.0667187925	0.0668925567	0.0670074852	0.0665493784	0.0667548853	0.0662264501	0.0667339944
1.8676343134	0.0650395451	0.0651773736	0.0650930052	0.0654524823	0.0652328555	0.0652093636	0.0649418710	0.0651810360	0.0647264674	0.0653604914
1.9080383538	0.0634036384	0.0633439517	0.0636940689	0.0635545257	0.0637477678	0.0636844518	0.0631313664	0.0638864548	0.0632677867	0.0640381524
