# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-0.0830681654	0.0978255156	0.0997221840	0.0997639577	0.1000118247	0.0997047910	0.0997749196	0.0999050970	0.0999618852	0.0997418936	0.0994935856
-0.0426641250	0.0977233467	0.0996513105	0.0997808493	0.1000838076	0.1000110991	0.0998389508	0.0999815198	0.1002708251	0.0998707291	0.0995957518
-0.0022600846	0.0978594569	0.0996557962	0.0997107269	0.0999906477	0.0996720942	0.1000195193	0.1001598795	0.1004330550	0.1001125534	0.0997276431
0.0381439558	0.0977682900	0.0998964688	0.0998318511	0.1000097173	0.0996222146	0.0999098009	0.0999426905	0.1002512772	0.1001913416	0.0995556561
0.0785479962	0.0976509517	0.0997422012	0.0996329403	0.1001773355	0.0998718889	0.0998542631	0.1000306848	0.1002796400	0.0998156704	0.0995731519
0.1189520366	0.0975822251	0.0996336848	0.0996715376	0.0999465919	0.0996580559	0.0998374573	0.0998468474	0.1002200725	0.0999220474	0.0994595781
0.1593560770	0.0975304113	0.0993695269	0.0997721055	0.0999605840	0.0995456692	0.0994747214	0.0996481700	0.1000495119	0.0998749321	0.0995104635
0.1997601174	0.0973014608	0.0991525909	0.0994152302	0.0999607501	0.0994104348	0.0995615470	0.0997970722	0.0999071226	0.0997682388	0.0992387000
0.2401641578	0.0974084807	0.0991817364	0.0993207064	0.0997677692	0.0992634847	0.0993242222	0.0994165463	0.0996177414	0.0996034920	0.0990100031
0.2805681982	0.0970239143	0.0989053647	0.0989406844	0.0993101997	0.0991298208	0.0992199934	0.0992541972	0.0992519474	0.0995734788	0.0989474462
0.3209722387	0.0968123485	0.0987167692	0.0987942841	0.0992648656	0.0986553800	0.0987329531	0.0991336215	0.0991264197	0.0991478832	0.0987580030
0.3613762791	0.0965263131	0.0984378189	0.0985436768	0.0991866104	0.0983899220	0.0985598951	0.0988676248	0.0986772380	0.0987846291	0.0983355585
0.4017803195	0.0962187857	0.0980560541	0.0980699807	0.0986164897	0.0981920774	0.0984754104	0.0982836817	0.0984058118	0.0984447163	0.0981466018
0.4421843599	0.0958759454	0.0977295346	0.0976244712	0.0982518659	0.0978080113	0.0980953367	0.0982051836	0.0980941351	0.0979246745	0.0977404560
0.4825884003	0.0957403850	0.0972498303	0.0974868152	0.0979766118	0.0976203897	0.0977739768	0.0977919724	0.0977361828	0.0975807624	0.0972683363
0.5229924407	0.0951441577	0.0968220522	0.0972070410	0.0976343930	0.0969220547	0.0972351566	0.0974959424	0.0971728031	0.0972941828	0.0968647108
0.5633964811	0.0950392311	0.0963271416	0.0965258692	0.0972386139	0.0965399702	0.0967735295	0.0970342927	0.0967296630	0.0971418814	0.0967367220
0.6038005215	0.0948154609	0.0961361759	0.0961222714	0.0965263457	0.0962408677	0.0962354708	0.0965476883	0.0964334852	0.0964369578	0.0962296206
0.6442045619	0.0941459853	0.0957947446	0.0956219470	0.0958978252	0.0955263638	0.0957941966	0.0959480172	0.0959106945	0.0959579199	0.0957323147
0.6846086023	0.0938178940	0.0953745831	0.0951526506	0.0955195544	0.0950659739	0.0951914389	0.0954809929	0.0953883870	0.0952837997	0.0953473826
0.7250126427	0.0936483867	0.0946038067	0.0946384917	0.0947959478	0.0947962641	0.0946197790	0.0948817229	0.0947974335	0.0948794316	0.0946083115
0.7654166831	0.0931405091	0.0939681780	0.0939287436	0.0942732143	0.0937956468	0.0943590374	0.0942708565	0.0939598291	0.0940958061	0.0939644319
0.8058207235	0.0926845989	0.0933674250	0.0933959620	0.0938192147	0.0932462476	0.0934909642	0.0936054014	0.0934331634	0.0934982524	0.0935405094
0.8462247639	0.0922540749	0.0923088632	0.0927320111	0.0929575955	0.0924677181	0.0930198443	0.0928212906	0.0930011749	0.0932124378	0.0926156175
0.8866288043	0.0918944806	0.0919033008	0.0919890303	0.0924726453	0.0916758465	0.0920984543	0.0925394226	0.0922338508	0.0921271606	0.0920136063
0.9270328447	0.0912039151	0.0908553503	0.0910663344	0.0916169579	0.0911682044	0.0913722095	0.0914539859	0.0915885438	0.0914091123	0.0911533896
0.9674368851	0.0904546095	0.0902837828	0.0905108147	0.0907842790	0.0902589821	0.0905706619	0.0909279869	0.0908475266	0.0908218971	0.0903625033
1.0078409255	0.0897080305	0.0894951068	0.0896706039	0.0900447342	0.0896100165	0.0898743054	0.0899268986	0.0898962455	0.0900579914	0.0898445510
1.0482449659	0.0889910236	0.0885494272	0.0890976472	0.0893969111	0.0888093720	0.0889281307	0.0891655564	0.0892710048	0.0891927534	0.0889295453
1.0886490063	0.0879231923	0.0877834464	0.0880931539	0.0884036451	0.0880482655	0.0880659242	0.0882312341	0.0885118776	0.0882469125	0.0878348681
1.1290530467	0.0871156651	0.0870706875	0.0870788508	0.0877104322	0.0871340108	0.0872163857	0.0873315581	0.0874278560	0.0873291815	0.0871032044
1.1694570871	0.0859229694	0.0860919557	0.0864328138	0.0866603116	0.0864444557	0.0863312593	0.0864869670	0.0864651375	0.0865762346	0.0858930364
1.2098611275	0.0850117953	0.0849482158	0.0853029215	0.0855903141	0.0854938120	0.0852799629	0.0852446859	0.0854643724	0.0854419352	0.0849802652
1.2502651679	0.0841442392	0.0841178755	0.0843195684	0.0850228781	0.0843094071	0.0842930719	0.0844466218	0.0844744718	0.0846104586	0.0838248794
1.2906692083	0.0829517937	0.0831501584	0.0833503438	0.0838424325	0.0834727936	0.0831242868	0.0830315430	0.0834220606	0.0834828273	0.0827469794
1.3310732488	0.0820032846	0.0818892806	0.0822522559	0.0822728680	0.0826753530	0.0821831068	0.0821886663	0.0823405351	0.0825277603	0.0819484457
1.3714772892	0.0808973530	0.0809957733	0.0814353576	0.0815372967	0.0814670086	0.0810547610	0.0811592910	0.0810126282	0.0811706632	0.0810125782
1.4118813296	0.0796923044	0.0797847859	0.0802732698	0.0804567883	0.0805736329	0.0800759806	0.0798566146	0.0799776543	0.0802884272	0.0798583776
1.4522853700	0.0787473382	0.0787632621	0.0790110735	0.0792452488	0.0791134675	0.0788061684	0.0787994369	0.0789090150	0.0791966001	0.0786323982
1.4926894104	0.0774764880	0.0775569740	0.0778373688	0.0777170022	0.0778179375	0.0776948882	0.0777566098	0.0778906965	0.0777628788	0.0774344256
1.5330934508	0.0762798005	0.0766356479	0.0768586428	0.0766315190	0.0766597400	0.0766097576	0.0764107996	0.0767255272	0.0768188633	0.0761089161
1.5734974912	0.0750595679	0.0750410843	0.0751563873	0.0755630424	0.0752722508	0.0752396949	0.0751963261	0.0753706697	0.0752898240	0.0748503654
1.6139015316	0.0736103351	0.0738519643	0.0739966650	0.0741085496	0.0739295384	0.0741296389	0.0740357596	0.0740257745	0.0740511390	0.0737130299
1.6543055720	0.0724471949	0.0727080328	0.0727251101	0.0729300305	0.0725044111	0.0726981808	0.0725795602	0.0726227230	0.0727869594	0.0723663373
1.6947096124	0.0710678208	0.0714749131	0.0714799772	0.0717150360	0.0714244088	0.0712531392	0.0713611984	0.0715237791	0.0715364486	0.0711214450
1.7351136528	0.0697269143	0.0698566718	0.0699877986	0.0703336653	0.0698440519	0.0697193989	0.0696938717	0.0699620511	0.0703319436	0.0698220996
1.7755176932	0.0682135002	0.0685022089	0.0687510264	0.0690540004	0.0685389687	0.0683685844	0.0683026186	0.0684834779	0.0689199114	0.0682410132
1.8159217336	0.0668041046	0.0669432413	0.0671999875	0.0673616967	0.0668436603	0.0670610297	0.0667721277	0.0671293569	0.0671297138	0.0667739310
1.8563257740	0.0653069454	0.0655552711	0.0658262247	0.0658640967	0.0655838364	0.0653248971	0.0652044979	0.0656094237	0.0658849070	0.0653446590
1.8967298144	0.0636141394	0.0638790283	0.0639907623	0.0640115910	0.0638530418	0.0638636746	0.0636534280	0.0640178518	0.0644708380	0.0637842249
1.9371338548	0.0621448882	0.0623268191	0.0625895617	0.0624512456	0.0622195202	0.0623226544	0.0622079524	0.0625334159	0.0627449714	0.0623257714
1.9775378952	0.0605433093	0.0607646372	0.0611655758	0.0610410334	0.0606166158	0.0608498070	0.0606900987	0.0606672327	0.0610718047	0.0606556563
