# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.1204719293	0.0813180662	0.0811729635	0.0810611015	0.0808760683	0.0815729467	0.0809606068	0.0809759118	0.0811877851	0.0808414458	0.0813132472
-1.0800678889	0.0808005189	0.0805128247	0.0807398713	0.0805960781	0.0809946535	0.0807617780	0.0804502992	0.0805470263	0.0807546562	0.0804336602
-1.0396638485	0.0805446004	0.0805160795	0.0806129393	0.0803930229	0.0806968404	0.0806901655	0.0805309811	0.0803522723	0.0806110824	0.0805874901
-0.9992598081	0.0808960283	0.0809101600	0.0809534377	0.0808533231	0.0813909033	0.0809518440	0.0808271186	0.0807542805	0.0809409357	0.0810356097
-0.9588557677	0.0817633309	0.0820529012	0.0820404372	0.0819866075	0.0823655937	0.0821014532	0.0818630949	0.0820146825	0.0820639824	0.0821333834
-0.9184517273	0.0832940060	0.0836818554	0.0835860938	0.0835835985	0.0838300383	0.0835547570	0.0835325092	0.0835954490	0.0835601444	0.0836386514
-0.8780476869	0.0851517640	0.0854348037	0.0857399954	0.0855055195	0.0858157901	0.0857327845	0.0853297552	0.0855298624	0.0856889567	0.0856442548
-0.8376436465	0.0870734419	0.0878446685	0.0879353393	0.0876592005	0.0880120055	0.0876352888	0.0877072660	0.0875945517	0.0878111238	0.0877675038
-0.7972396061	0.0891078189	0.0898191358	0.0899218194	0.0898392188	0.0899955782	0.0899576576	0.0898190553	0.0895719923	0.0898522882	0.0898734959
-0.7568355657	0.0906398044	0.0918096614	0.0917220164	0.0916042620	0.0919135218	0.0913988844	0.0915095424	0.0914236252	0.0918624816	0.0918158207
-0.7164315253	0.0918617715	0.0932957837	0.0931423566	0.0931908654	0.0936128247	0.0931567878	0.0929915834	0.0927920694	0.0930746636	0.0934954703
-0.6760274849	0.0928312952	0.0944560300	0.0943520713	0.0943410947	0.0948716187	0.0944380189	0.0941832064	0.0939043607	0.0943211507	0.0943789320
-0.6356234445	0.0938727200	0.0956283651	0.0954142232	0.0952406001	0.0959662682	0.0953073836	0.0952389393	0.0951017176	0.0954779348	0.0954434917
-0.5952194041	0.0943680214	0.0963821061	0.0960582521	0.0959482001	0.0967415081	0.0960453952	0.0960244645	0.0957989183	0.0960372864	0.0960193919
-0.5548153637	0.0948862971	0.0966905118	0.0965908152	0.0969135324	0.0971839508	0.0969638517	0.0965937845	0.0963905443	0.0966892169	0.0968362624
-0.5144113233	0.0954476082	0.0971615376	0.0972690010	0.0974281696	0.0978142912	0.0974315674	0.0971235043	0.0967731927	0.0970729406	0.0974306035
-0.4740072829	0.0958656721	0.0976190238	0.0973555165	0.0974305374	0.0980887772	0.0975262407	0.0975795335	0.0975201851	0.0974803545	0.0978400632
-0.4336032425	0.0960750231	0.0980491448	0.0980250188	0.0980419708	0.0984552561	0.0982481307	0.0978537473	0.0975605610	0.0979504871	0.0981575436
-0.3931992021	0.0963497270	0.0985579767	0.0983377368	0.0982990456	0.0986272878	0.0985447979	0.0984738492	0.0978172711	0.0985353533	0.0986405415
-0.3527951617	0.0968098666	0.0986542272	0.0985890786	0.0986985888	0.0988588690	0.0985796936	0.0987150031	0.0983492591	0.0987506337	0.0988977411
-0.3123911213	0.0969597823	0.0992250583	0.0988328673	0.0990276728	0.0992169885	0.0988699429	0.0989556941	0.0985306509	0.0992918489	0.0988927760
-0.2719870809	0.0971829895	0.0992333716	0.0991925182	0.0992773323	0.0994198866	0.0989780720	0.0991747234	0.0988913443	0.0995023325	0.0992151644
-0.2315830405	0.0973614423	0.0992354722	0.0992231213	0.0992222259	0.0996823390	0.0993570435	0.0993179842	0.0988008905	0.0994931202	0.0997410069
-0.1911790001	0.0977219790	0.0996869460	0.0993464689	0.0997011062	0.0998436786	0.0994228152	0.0993595958	0.0990790987	0.0996061509	0.0998699766
-0.1507749596	0.0976059076	0.0998265687	0.0995934705	0.0997483498	0.0999367551	0.0995333330	0.0996711124	0.0991251360	0.0998468468	0.0997012342
-0.1103709192	0.0977086412	0.0999155209	0.0998016951	0.0998498585	0.1001870380	0.0998534716	0.0998745562	0.0993102163	0.1001182648	0.1001786598
-0.0699668788	0.0978962304	0.0998905875	0.0998307049	0.0997148408	0.1002471991	0.0998771478	0.0999020945	0.0994971927	0.1001746897	0.1001828904
-0.0295628384	0.0979684407	0.0998814039	0.0997859251	0.0998062093	0.1001712303	0.0998697229	0.0998214579	0.0995005592	0.1000167434	0.1002602628
0.0108412020	0.0980101554	0.0998485321	0.0999120519	0.0997582971	0.1003013174	0.0999646951	0.0999868016	0.0997594760	0.1001124466	0.1000565250
0.0512452424	0.0980349865	0.0998289025	0.0996216449	0.0998350513	0.0999248897	0.0996053727	0.0996289664	0.0995931811	0.0999839866	0.1001544108
0.0916492828	0.0975477124	0.1000704042	0.0997262191	0.0996543123	0.1002895550	0.0996812776	0.0998057818	0.0995917317	0.1001785238	0.1001095945
0.1320533232	0.0976578288	0.0997865279	0.0995600162	0.0994461267	0.1000641054	0.0998635696	0.0996016728	0.0993049797	0.1000173876	0.1001044451
0.1724573636	0.0977484696	0.0995585537	0.0993330944	0.0993962408	0.0998868757	0.0995785857	0.0994773660	0.0995717673	0.0999426607	0.0996743505
0.2128614040	0.0975431082	0.0993879877	0.0993988813	0.0992891890	0.0996688099	0.0995116516	0.0991454694	0.0991962190	0.0997141746	0.0998225734
0.2532654444	0.0974498527	0.0993004764	0.0990591515	0.0989490905	0.0995346933	0.0991790488	0.0992516589	0.0991401392	0.0994756322	0.0995160692
0.2936694848	0.0970186209	0.0987623828	0.0988140360	0.0989333538	0.0991832847	0.0990397883	0.0990876890	0.0986675670	0.0992894554	0.0995968261
0.3340735252	0.0968599184	0.0987694965	0.0986257111	0.0987334976	0.0987776908	0.0988673793	0.0985123810	0.0984943714	0.0992944725	0.0990559307
0.3744775656	0.0965553626	0.0984270052	0.0983436939	0.0982124246	0.0985614616	0.0988754784	0.0984078985	0.0980096639	0.0987538808	0.0989211645
0.4148816060	0.0964292349	0.0980847154	0.0979688734	0.0980919402	0.0982816005	0.0983837891	0.0982830235	0.0980428966	0.0984000342	0.0985445080
0.4552856464	0.0961996897	0.0979189869	0.0977945572	0.0978269880	0.0977235024	0.0980037762	0.0978552941	0.0975566729	0.0980848355	0.0979887206
0.4956896868	0.0958574798	0.0974790956	0.0973887139	0.0973460067	0.0973944868	0.0976421982	0.0974437346	0.0970696434	0.0979281714	0.0975835334
0.5360937272	0.0956794041	0.0971348746	0.0969803046	0.0969183017	0.0970541041	0.0973455032	0.0971235079	0.0967557685	0.0975423917	0.0971444440
0.5764977676	0.0950101460	0.0962505721	0.0963121858	0.0964435393	0.0965709043	0.0966737962	0.0967105750	0.0961750040	0.0968426133	0.0965972697
0.6169018080	0.0946102720	0.0958871289	0.0960333129	0.0960519900	0.0963732842	0.0963479637	0.0961943805	0.0957270379	0.0964563448	0.0962091106
0.6573058484	0.0942391201	0.0954235460	0.0952506016	0.0958044823	0.0958950654	0.0959194839	0.0956994102	0.0952256736	0.0958857698	0.0955015836
0.6977098888	0.0938105083	0.0949200888	0.0951143898	0.0950551444	0.0952973406	0.0954049431	0.0951933607	0.0948326395	0.0953120405	0.0951198271
0.7381139292	0.0935166544	0.0942347916	0.0945297720	0.0945773143	0.0947552690	0.0947249035	0.0944500355	0.0942855293	0.0947631061	0.0945369782
0.7785179696	0.0931391219	0.0936211566	0.0936909913	0.0938375442	0.0941458505	0.0940394244	0.0938805027	0.0937448172	0.0943241187	0.0940595573
0.8189220101	0.0928290458	0.0932654562	0.0933314604	0.0928892860	0.0935828976	0.0934322241	0.0933938482	0.0929796915	0.0936216577	0.0934704237
0.8593260505	0.0922577893	0.0926307770	0.0926225984	0.0926335487	0.0927673280	0.0925623236	0.0923861148	0.0921084842	0.0928681284	0.0928329606
0.8997300909	0.0919770979	0.0916159621	0.0920632092	0.0917897600	0.0919455777	0.0920192867	0.0919348892	0.0915482303	0.0922435449	0.0921612289
0.9401341313	0.0913027015	0.0906620200	0.0912286564	0.0909475727	0.0913154319	0.0912967038	0.0911191395	0.0908510456	0.0914610181	0.0913288397
0.9805381717	0.0906188475	0.0901812543	0.0905358353	0.0903224392	0.0905954900	0.0904481917	0.0902770946	0.0899966934	0.0907108155	0.0905579484
1.0209422121	0.0897528991	0.0894931833	0.0895988766	0.0895123442	0.0895032484	0.0895392501	0.0895723032	0.0893745967	0.0900179367	0.0898776845
1.0613462525	0.0890282872	0.0885164212	0.0888170321	0.0887134186	0.0888455950	0.0884120750	0.0886184653	0.0886499417	0.0890587179	0.0890315269
1.1017502929	0.0878750025	0.0875541099	0.0879752664	0.0876365335	0.0879770603	0.0877378523	0.0878335809	0.0879018223	0.0879766570	0.0883568988
1.1421543333	0.0873615955	0.0868874935	0.0868851599	0.0869658476	0.0868748879	0.0865853614	0.0870746909	0.0869807171	0.0872858789	0.0873534584
1.1825583737	0.0861793773	0.0861976466	0.0859610991	0.0859541116	0.0860653868	0.0858195247	0.0860376702	0.0862254200	0.0864076946	0.0864334467
1.2229624141	0.0852388512	0.0849062241	0.0849422130	0.0852199947	0.0852311874	0.0848470965	0.0850095768	0.0851122857	0.0854012155	0.0854582661
1.2633664545	0.0843831542	0.0839298551	0.0838735740	0.0839271007	0.0842046722	0.0838979565	0.0838577184	0.0842448373	0.0842682218	0.0842777835
1.3037704949	0.0829931572	0.0829753518	0.0829908300	0.0830696463	0.0832225219	0.0827328372	0.0828753128	0.0829502757	0.0833439329	0.0832193728
1.3441745353	0.0821929202	0.0819329468	0.0820256880	0.0818669893	0.0821707336	0.0817958965	0.0818269130	0.0819738629	0.0823880904	0.0819591854
1.3845785757	0.0810857919	0.0807486054	0.0808621295	0.0808790608	0.0810208331	0.0807235120	0.0806819510	0.0808210994	0.0812108718	0.0808693600
1.4249826161	0.0801027359	0.0797529590	0.0797379964	0.0793737561	0.0798165308	0.0796354748	0.0794226082	0.0796563526	0.0799833459	0.0800318555
1.4653866565	0.0789586109	0.0783980562	0.0786183714	0.0784842344	0.0790580938	0.0782351918	0.0784547059	0.0784751532	0.0788295181	0.0785707871
1.5057906969	0.0774003367	0.0771690769	0.0772696114	0.0772704405	0.0776731216	0.0769749903	0.0771857713	0.0770490725	0.0775241434	0.0774883598
1.5461947373	0.0761232316	0.0759212532	0.0760558749	0.0760695414	0.0761922040	0.0759821566	0.0758424008	0.0757088865	0.0762403009	0.0760990665
1.5865987777	0.0750401724	0.0746076780	0.0747778516	0.0746728661	0.0750751235	0.0749034778	0.0746976510	0.0745625026	0.0749891013	0.0749532712
1.6270028181	0.0736277083	0.0732665204	0.0733959046	0.0734244612	0.0736225930	0.0733965961	0.0734619971	0.0734120353	0.0737847250	0.0737593150
1.6674068585	0.0723699823	0.0721649863	0.0718788767	0.0720793985	0.0723148544	0.0722628613	0.0720885818	0.0721042963	0.0724987980	0.0723415761
1.7078108989	0.0709485510	0.0706035048	0.0708438109	0.0707702175	0.0709042705	0.0707647953	0.0707487424	0.0706363711	0.0711260842	0.0711451908
1.7482149393	0.0697088050	0.0690291242	0.0693755422	0.0694675413	0.0693877998	0.0693154276	0.0692339746	0.0694193654	0.0697442207	0.0697201243
1.7886189797	0.0681477257	0.0680161825	0.0677776142	0.0682728591	0.0679423647	0.0680487653	0.0679513164	0.0677755287	0.0682055426	0.0684324922
1.8290230202	0.0667413508	0.0664259734	0.0666111328	0.0664915278	0.0665494779	0.0664625394	0.0662906567	0.0664842357	0.0666655460	0.0670043411
1.8694270606	0.0652492469	0.0648552301	0.0651312610	0.0650469670	0.0651658482	0.0649978992	0.0647388000	0.0649346916	0.0652518054	0.0652150840
1.9098311010	0.0638708442	0.0634090612	0.0636877204	0.0636868238	0.0635656067	0.0636022059	0.0631723683	0.0634606017	0.0635220176	0.0638877673
